movie_id,name,year,genre,director_id,actor1,actor2
2583,46th Annual Tony Awards The,1992,Family,53905,6092,166686,
2585,47 Natkal,1981,Drama,4158,84721,420019,
2592,47th Annual Tony Awards The,1993,Family,53905,539357,567642,
2596,48 Hours to Romance,2003,Comedy-Romance-Short,20367,75009,232108,
2596,48 Hours to Romance,2003,Comedy-Romance-Short,84919,75009,232108,
2597,48 Hrs.,1982,Action-Comedy-Crime-Drama-Thriller,34468,8255,26349,
2600,48 ,2002,Comedy-Short,38290,146742,163368,
2602,48 El,2004,Drama,50361,8815,9513,
2611,49ilui namja,1994,Mystery-Thriller,41070,85117,85125,
2620,4959' North 814' East,2002,Short,47087,180640,426607,
2621,4:0 v polzu Tanechki,1982,Comedy-Family,82165,133075,143866,
2623,4D Special Agents,1981,Adventure-Family,59719,41311,94948,
2630,4th Annual Soul Train Music Awards The,1990,Family-Music,18686,35355,36756,
2632,4th Floor The,1999,Horror-Thriller,41543,35387,40846,
2634,4th Tenor The,2002,Comedy-Romance,5177,10343,34505,
2636,4Tokens - Courzand,1993,Short,29611,97308,503745,
2637,4Tokens II - Anna,1995,Short,83517,347986,530604,
2638,4Tokens II - Downstairs,1995,Short,80718,664530,746355,
2640,4Tokens II - On the Pretext of Collecting Folksongs,1995,Short,33760,415001,487100,
2641,4Tokens II - P,1995,Documentary-Short,20640,40556,784118,
2644,4X4 La,1998,Action-Drama,80473,396428,438570,
2645,4me pouvoir Le,1985,Drama,46148,4925,35861,
2656,5 Card Stud,2002,Romance,70265,143041,215144,
2657,5 Dark Souls,1996,Action-Crime-Horror-Thriller,15447,15770,44883,
2658,5 Dark Souls Part II: Roots of Evil,1998,Horror,15447,57039,92582,
2659,5 Dark Souls Part III: Retribution,2003,Action-Crime-Horror-Mystery-Thriller,15447,92582,174527,
2662,5 Dead on the Crimson Canvas,1996,Horror,60649,25457,68655,
2665,5 das de gira,1996,Short,83094,234164,284256,
2677,5 Minutes,2001,Short,58217,368464,738388,
2683,5 pal peso,1998,Drama,61866,6004,57926,
2684,5 pieds 2 - 80000 lbs,1999,Documentary,80505,546096,547166,
2685,5 pollas en peligro,1986,Comedy,67445,1508,1859,
2688,5 sehat 4 sempurna,2002,Comedy,10649,34783,188789,
2691,5 Stunden Angst - Geiselnahme im Kindergarten,1996,Thriller,40254,46050,55875,
2696,5 Zimmer Kche Bad,1992,Comedy,73527,104820,122139,
2707,50 E Cnicos Anos de Teatro - Geninha da Rosa Borges,1996,Documentary,59289,5744,98798,
2709,50 First Dates,2004,Comedy-Romance,71906,19104,20849,
2719,50 Most Awesomely Bad Songs... Ever,2004,Documentary,526,2192,19116,
2720,50 Questions,2003,Comedy-Short,69791,858,791995,
2721,50 Sexiest Video Moments,2003,Documentary,43682,20497,98912,
2723,50 Ways to Leave Your Lover,2004,Comedy-Romance,33190,85875,86158,
2727,50 Years of NBC Late Night,2001,Comedy-Documentary,73504,75177,175383,
2733,50/50,1982,Adventure-Drama,80716,56248,59587,
2738,500 kada,1981,Comedy,37785,189703,228678,
2742,500!,2001,Comedy,66986,10448,26989,
2742,500!,2001,Comedy,82814,10448,26989,
2742,500!,2001,Comedy,88412,10448,26989,
2748,50CC,2000,Action-Family-Romance-Short,81827,47581,113404,
2753,50th Annual Tony Awards The,1996,Family,53905,539357,544680,
2755,51 Bar,1985,Crime-Drama,31378,1465,7531,
2756,51 kHz,2004,Short,72371,445967,492600,
2757,51 raisons,1996,Short,44923,117015,633912,
2761,51st Annual Primetime Emmy Awards The,1999,Documentary-Family,35406,8251,20666,
2763,51st State The,2001,Action-Comedy-Crime-Thriller,87593,1114,2700,
2765,52 Most Irresistible Women,2004,Documentary,65601,89080,121798,
2766,52 Pick-Up,1986,Action-Mystery-Thriller,25973,29980,52882,
2768,52nd Annual Academy Awards The,1980,Documentary,60976,37841,75177,
2771,52nd Annual Tony Awards The,1998,Family,53869,341480,566161,
2775,53rd Annual Academy Awards The,1981,Family,60976,75177,102696,
2779,53rd Annual Tony Awards The,1999,Music,53869,25002,29806,
2781,54,1998,Drama,14463,12552,25039,
2787,54th Annual Primetime Emmy Awards The,2002,Comedy-Documentary,35406,17435,24424,
2788,54th Annual Tony Awards The,2000,Documentary-Music,53869,25002,54936,
2790,55 gradusov nizhe nulya,1986,Drama,36974,343229,380271,
2795,555,1988,Horror,42594,161788,180982,
2798,55th Annual Tony Awards The,2001,Family,84790,27318,58577,
2799,56 fois par semaine,1996,Romance-Short,24117,132461,147141,
2816,58th Annual Tony Awards,2004,Music,84790,6251,24073,
2817,59th Annual Academy Awards The,1987,Family,60976,35465,82179,
2819,5:55,1999,Drama-Short-Thriller,54089,200170,268426,
2837,5up 2down,2005,Drama,40687,1585,4027,
2838,5x2 cinq fois deux,2004,Drama-Romance,60033,58016,81594,
2840,6,2004,Comedy-Crime-Drama-Mystery-Thriller,81929,430658,595637,
2841,6 1/2,1998,Short,11065,175619,195815,
2843,6 auf See,2000,Comedy,63237,72188,168009,
2852,6 Points,2004,Drama,85967,139504,155861,
2855,6000 Miles from Hollywood,2000,Comedy-Drama,53744,4833,48642,
2862,6/29,1998,Drama-Short,10600,193454,548918,
2865,60 aos,2003,Short,69495,205432,390125,
2868,60 millions d'ennemis,1998,Drama,33813,31118,36296,
2870,60 Minuten Todesangst,1997,Crime,56633,55165,143477,
2874,60 Odd Hours in Italy,2002,Documentary-Short,16819,2040,90152,
2875,60 Seconds,2002,Drama-Mystery-Short,84834,158089,181216,
2886,601-s,2002,Short,58573,498229,500528,
2889,60th Annual Golden Globe Awards The,2003,Family,20767,68424,155223,
2890,61*,2001,Drama,16887,10119,14007,
2895,62nd Annual Academy Awards The,1990,Family,50302,8286,33054,
2898,639+1 Nights,1990,Drama-Fantasy-Short-War,25911,144889,254123,
2899,63rd Annual Academy Awards The,1991,Family,50302,25002,29608,
2900,64 Disks,2002,Comedy-Fantasy-Short-Thriller,49837,295910,404337,
2904,64th Annual Academy Awards The,1992,Family,50302,26023,33054,
2909,65th Annual Academy Awards The,1993,Family,50302,9267,56914,
2914,66 scener fra Amerika,1982,Documentary-Short,46232,267224,502226,
2917,666 - Traue keinem mit dem Du schlfst!,2002,Comedy,51454,21923,31769,
2918,666 mo gui fu huo,1996,Action-Thriller,685,264067,343806,
2920,666: The Demon Child,2004,Horror,35581,407769,613343,
2921,66th Annual Academy Awards The,1994,Documentary-Family,50302,26023,134453,
2922,67%,2001,Short,57961,383510,383912,
2924,67th Annual Academy Awards The,1995,Family,50302,8251,8286,
2928,681-0638,2001,Comedy-Drama,30527,46261,96115,
2930,68th Annual Academy Awards The,1996,Family,50302,2192,68142,
2932,69,2004,Drama,45577,12162,14978,
2940,69th Annual Academy Awards The,1997,Family,35406,38537,68142,
2944,6:3 avagy jtszd jra Tutti,1999,Comedy,81016,102254,120722,
2945,6:30,2002,Comedy-Short,11495,182219,445155,
2950,6horts #3: Mona,2002,Short,55925,143881,539817,
2954,6ix,1999,Comedy-Short,77040,159858,459984,
2955,6PM in America,2003,Short,86531,225066,516993,
2964,6th Day The,2000,Action-Sci-Fi-Thriller,75483,10378,12541,
2968,7 ans de mariage,2003,Comedy,8911,51138,52383,
2969,7 calles,1981,Comedy,59723,42712,303141,
2969,7 calles,1981,Comedy,65636,42712,303141,
2974,7 dnej s russkoj krasavitsej,1994,Comedy,19325,29759,117362,
2974,7 dnej s russkoj krasavitsej,1994,Comedy,42383,29759,117362,
2974,7 dnej s russkoj krasavitsej,1994,Comedy,83252,29759,117362,
2976,7 ddssyndene De,2000,Drama,30973,43531,136566,
2976,7 ddssyndene De,2000,Drama,33102,43531,136566,
2976,7 ddssyndene De,2000,Drama,39692,43531,136566,
2976,7 ddssyndene De,2000,Drama,55743,43531,136566,
2976,7 ddssyndene De,2000,Drama,59263,43531,136566,
2976,7 ddssyndene De,2000,Drama,77775,43531,136566,
2976,7 ddssyndene De,2000,Drama,88702,43531,136566,
2980,7 fugas del capitn fantasma,1989,Fantasy,18325,86985,96149,
2983,7 hommes de Muriel Poukisse Les,2004,Short,83170,46607,103448,
2986,7 jin gong,1994,Action,14149,83291,84531,
2990,7 mujeres un homosexual y Carlos,2004,Comedy-Drama-Romance,10540,187623,304255,
2995,7 pra-jan-barn,2002,Action-Comedy,86432,80591,147984,
2996,7 Saal Baad,1987,Drama-Horror-Romance-Thriller,77497,81013,225767,
2997,7 Seconds,2005,Action-Crime-Thriller,24182,199843,272466,
3003,7 vies du docteur Laux Les,2000,Thriller,27626,74019,93448,
3006,7 Year Zig Zag,2003,Documentary,30337,1668,183551,
3007,7 Hyden Park: la casa maledetta,1985,Crime-Drama-Horror-Mystery,18649,51282,56107,
3011,7. himmel,2003,Documentary,76622,53451,188590,
3014,7/25 Nana-Ni-Go,1999,Drama,33218,219861,339198,
3021,70th Annual Academy Awards The,1998,Family,35406,3225,25002,
3023,71 Fragmente einer Chronologie des Zufalls,1994,Drama,32277,160299,187036,
3027,71st Annual Academy Awards The,1999,Documentary-Family,35406,22580,22928,
3033,72 Faced Liar,2003,Short,83763,43623,143095,
3035,72 metra,2004,Action-Drama-Thriller,40883,22075,30533,
3040,72nd Annual Academy Awards The,2000,Documentary-Family,35406,25258,26409,
3040,72nd Annual Academy Awards The,2000,Documentary-Family,53903,25258,26409,
3041,7337,2000,Fantasy-Horror-Mystery-Short,77714,178265,549430,
3044,73rd Annual Academy Awards The,2001,Family,29591,3225,29838,
3044,73rd Annual Academy Awards The,2001,Family,35406,3225,29838,
3046,74th Annual Academy Awards The,2002,Documentary-Family,35406,3336,8286,
3046,74th Annual Academy Awards The,2002,Documentary-Family,55493,3336,8286,
3047,75 centilitres de prire,1995,Comedy-Drama-Short,49376,13599,34592,
3048,75 Degrees in July,2000,Drama,5198,9413,64918,
3052,75 Years of the Academy Awards: An Unofficial History,2003,Documentary,56251,147487,210860,
3053,75th Annual Academy Awards The,2003,Documentary,35406,3225,3336,
3054,76-89-03,2000,Comedy,6672,5830,24940,
3054,76-89-03,2000,Comedy,57004,5830,24940,
3055,76th Annual Academy Awards The,2004,Documentary,35406,4379,15401,
3055,76th Annual Academy Awards The,2004,Documentary,53903,4379,15401,
3064,78-as szent Johannja A,2003,Short,56066,261531,589828,
3065,78 noord,1997,Documentary,71473,93558,258815,
3068,7:35 de la maana,2003,Musical-Short,82799,90001,493562,
3070,7eme mensonge Le,2004,Thriller,30985,49636,301902,
3073,7mo ngel El,2000,Action-Horror-Mystery,27407,25487,58390,
3079,7th Annual Soul Train Music Awards The,1993,Music,18686,49852,60610,
3082,7th Guest The,1992,Animation-Horror-Mystery,52089,209573,251491,
3088,7me cible La,1984,Thriller,62665,22626,35498,
3090,8 1/2 x 11,1999,Comedy-Short,46698,5544,102847,
3093,8 febbraio,2004,Short,66207,27646,30600,
3094,8 femmes,2002,Comedy-Crime-Musical-Mystery,60033,264752,538068,
3095,8 Heads in a Duffel Bag,1997,Comedy-Crime,71387,11458,30604,
3097,8 Kamen Riders vs. Galaxy King,1980,Action-Adventure-Drama-Sci-Fi,36860,223283,335199,
3100,8 Mile,2002,Drama-Music,32380,2158,7142,
3101,8 Million Ways to Die,1986,Action-Adventure-Crime-Thriller,3099,17043,18843,
3105,8 rigenerazione,1992,Short,11906,362536,489219,
3106,8 rue Charlot,2001,Short,27269,272636,446391,
3107,8 Seconds,1994,Drama,3519,6852,18388,
3112,8  $,1999,Comedy,42240,49133,260801,
3113,8  Women,1999,Comedy,30353,116808,132121,
3114,8% lyubov,1990,Drama,42627,6398,17745,
3115,8 9 y 10,1999,Comedy-Drama-Short,16015,368831,775093,
3119,8. Todsnde: Das Toskana-Karussell Die,2002,Crime-Thriller,61181,57011,169268,
3127,80's Ending,2003,Comedy-Short,38555,194485,587554,
3131,80. Adim,1996,Drama,28746,42765,528738,
3132,800 balas,2002,Comedy-Western,36435,12889,14262,
3134,800 km de diffrence - Romance,2002,Documentary,73704,336749,336750,
3140,81,1996,Short,10735,207523,211285,
3143,82,2000,Comedy-Short,61541,47909,70206,
3145,83 Hours 'Til Dawn,1990,Thriller,86698,7718,25946,
3146,831 voyage incertain,1986,War,46819,45384,52727,
3148,84 Charing Cross Road,1987,Drama-Romance,38427,18864,27565,
3150,84C MoPic,1989,War,21612,59235,64037,
3155,88,2002,Action-Drama-Thriller,64407,188154,430946,
3156,88 Antop Hill,2003,Thriller,56939,120098,259671,
3159,893 Pike Street,2001,Horror-Short,1717,37564,139154,
3160,8:00a.m.,1995,Drama-Romance-Short,52080,148855,723150,
3161,8:e sngen Den,1998,Drama-Short,60896,46409,223041,
3163,8MM,1999,Mystery-Thriller,71436,10419,31699,
3165,8th Annual Screen Actors Guild Awards,2002,Documentary-Family,18686,18826,24424,
3172,9 1/2,2002,Comedy-Short,36821,231910,234226,
3175,9 1/2 Minuten,1995,Romance-Short,55054,424250,672538,
3176,9 1/2 Minutes,1997,Comedy-Short,32692,73465,73466,
3177,9 1/2 Ninjas!,1991,Comedy,5041,150130,210400,
3178,9 Across,1999,Short,84244,25332,745063,
3180,9 Items or Less,1995,Comedy-Family-Short,28597,48858,134735,
3181,9 maya,1987,Drama-Short,63396,477279,489960,
3182,9 millimeter,1997,Crime-Drama,47019,94,5284,
3184,9 Mornings,2002,Romance,66248,352235,364067,
3185,9 Nelalu,2001,Drama,43259,339835,493771,
3187,9 Souls,2003,Drama,80084,84341,196397,
3191,9'8m/s,1998,Short,1632,97781,112850,
3191,9'8m/s,1998,Short,56542,97781,112850,
3198,9-ya rota,2005,War,8358,49133,79865,
3200,9/11,2002,Documentary,32309,36321,54801,
3200,9/11,2002,Documentary,41709,36321,54801,
3200,9/11,2002,Documentary,57133,36321,54801,
3200,9/11,2002,Documentary,57134,36321,54801,
3204,9/Tenths,2004,Drama,19005,103997,356513,
3214,90 Second Minute,2004,Short-Thriller,47401,479664,485055,
3225,901: After 45 Years of Working,1990,Documentary-Short,19433,23875,118040,
3232,911: The Road to Tyranny,2002,Documentary,38392,18402,65638,
3233,919 Fifth Avenue,1995,Drama,31748,51490,68113,
3241,92 hak mooi gwai dui hak mooi gwai,1992,Action-Comedy-Musical-Romance,44785,3915,80658,
3244,92 ying zhao nulang,1992,Drama,14135,80710,201904,
3249,9413,1998,Action-Crime-Mystery,57659,83849,210049,
3251,95.8 Capital FM's Party in the Park for the Prince's Trust 2003,2003,Family-Music,74131,34001,52520,
3252,95.8 Capital FM's Party in the Park for the Prince's Trust 2004,2004,Music,74131,6991,12278,
3256,964 Pinnochio,1992,Sci-Fi,26563,249893,320581,
3257,967 et les anges,1995,Comedy-Fantasy-Short,80041,125558,494622,
3258,97 Brooks,2002,Comedy-Drama-Thriller,31619,33872,242764,
3260,97 ga yau choi si,1997,Comedy,13973,82468,83792,
3261,97 goo waak jai jin mo bat sing,1997,Action-Drama,44802,80700,83277,
3264,976-EVIL,1989,Horror,22984,23899,65183,
3265,976-EVIL 2: The Astral Factor,1991,Horror,86830,13376,18919,
3267,976-WISH,1997,Comedy-Fantasy-Romance-Short,6852,59099,63878,
3272,984: Prisoner of the Future,1982,Drama-Sci-Fi,78013,89096,157789,
3279,99 Threadwaxing,1998,Drama-Short,10119,249347,406730,
3279,99 Threadwaxing,1998,Drama-Short,10121,249347,406730,
3280,99 vuotta elmstni,2004,Short,53667,722155,778690,
3283,99.9,1997,Horror-Thriller,82907,12430,12889,
3284,990714.com,2000,Horror-Mystery-Sci-Fi,35882,258919,263562,
3284,990714.com,2000,Horror-Mystery-Sci-Fi,43572,258919,263562,
3288,999 shei shi xiong shou,1994,Mystery,41868,85483,210048,
3290,999-9999,2002,Horror-Thriller,50061,226055,242137,
3291,9:30,2004,Short,87404,3310,238592,
3292,9:30 to 10:00,2004,Drama,82141,291810,431918,
3294,9mm of Love,2000,Comedy-Crime-Romance-Short,52496,287028,350158,
3301,9th October Memorial Concert,1999,Music,15322,46442,515407,
3305,:03 From Gold,2002,Documentary,76198,6453,10222,
3309,?!,2002,Crime-Fantasy-Short,55679,72063,77750,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,1394,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,19011,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,21678,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,23958,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,25395,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,31099,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,69687,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,78440,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,82261,548,22701,
3311,@mour est  rinventer dix histoires d'amours au temps du sida L',1996,Comedy-Drama,82578,548,22701,
3312,@MTV with Eve,2000,Music,60273,106746,615003,
3313,@MTV with Hot Boys Feat Juvenile,2000,Music,60273,106746,235928,
3314,@MTV with Smashing Pumpkins,2000,Music,60273,80329,96320,
3315,[E]vangelion,2005,Action-Sci-Fi-Thriller,85975,11245,108596,
3316,[Insert Title Here],2000,Short,53800,46592,74176,
3317,A & P,1996,Drama-Short,71490,110636,188255,
3320,A + (Amas),2004,Comedy,66387,21746,23872,
3324,A 11-a porunca,1991,Drama,17673,12335,94280,
3335,A byl li Karotin,1989,Comedy-Crime,63173,3064,51037,
3340,A casa di Irma,1999,Comedy,3833,69878,158548,
3342,A cavallo della tigre,2002,Comedy,51768,37720,87490,
3343,A cena col vampiro,1988,Horror,5444,6301,208836,
3353,A ciegas,1997,Thriller,11565,6121,27596,
3354,A co ja milcik?,1986,Comedy,14210,216475,256215,
3355,A comme acteur,1995,Short,74798,15563,42064,
3365,A diestra y siniestra,2001,Short,26829,38802,145982,
3372,A doua cadere a Constantinopolului,1994,Comedy,56171,17729,94282,
3378,A Fei jing juen,1991,Drama,86398,14244,83824,
3388,A fuego lento,1980,Musical,36382,1008,1881,
3392,A fny svnyei,2005,Drama,54254,102277,102355,
3395,A galope tendido,2000,Comedy-Western,77312,5186,5424,
3396,A garrote limpio,1989,Action,68731,6363,70759,
3398,A golpe de hacha,1991,Horror,50395,146928,278418,
3399,A gozar a gozar que el mundo se va acabar,1990,Comedy-Drama-Fantasy,19300,3757,86834,
3405,A Is for Acid,2002,Crime-Drama-Thriller,9197,34280,59921,
3418,A la altura de los ojos,1988,Drama-Short,77706,14481,17812,
3421,A La Cart,1997,Action-Comedy-Thriller,57299,300533,589660,
3422,A la carte,2000,Short,7911,437887,669746,
3430,A la medianoche y media,1999,Drama,67833,116628,618891,
3430,A la medianoche y media,1999,Drama,81113,116628,618891,
3432,A la memoria de las sirenas,2003,Fantasy-Short,49165,100827,524297,
3437,A la otra,2001,Short,74837,29973,31974,
3439,A la plida luz de la luna,1985,Comedy,29471,8895,9176,
3447,A las chicas les gusta bailar (pero a los chicos no),2002,Comedy-Short,54201,136450,356407,
3454,A Long yu xue ji,1986,Drama,88231,83126,161207,
3455,A Lorca,1998,Documentary-Short,1575,51722,102174,
3456,A los cirujanos se les va la mano,1980,Comedy,74779,40629,133860,
3462,A los que aman,1998,Drama,15227,146773,159949,
3465,A me mi piace,1985,Comedy,54953,29283,113940,
3470,A mi madre le gustan las mujeres,2002,Comedy,24116,9802,13276,
3470,A mi madre le gustan las mujeres,2002,Comedy,60944,9802,13276,
3476,A m quin me manda meterme en esto,1997,Comedy-Short,24116,9175,369567,
3476,A m quin me manda meterme en esto,1997,Comedy-Short,60944,9175,369567,
3490,A pofon,2003,Drama-Short,21978,13160,50978,
3490,A pofon,2003,Drama-Short,56560,13160,50978,
3498,A proposito di quella strana ragazza,1989,Drama,46237,13626,116534,
3502,A propsito de Buuel,2000,Documentary,48680,8847,16549,
3502,A propsito de Buuel,2000,Documentary,66781,8847,16549,
3513,A Renato Leduc,1984,Documentary-Short,54983,25780,271379,
3516,A ruota libera,2000,Comedy,69559,62267,75985,
3520,A sangre fria,1995,Action,12110,8579,14962,
3524,A sangre y fuego,1988,Action,18325,1311,14480,
3526,A sega nakade?,1988,Drama,83546,42694,90511,
3530,A solas contigo,1990,Thriller,11812,16124,134774,
3534,A spat' s chuzhoj zhenoj khorosho!?,1992,Comedy,74924,50821,254128,
3540,A Tan nei zhuan,1988,Drama,87079,519853,666116,
3542,A tigriscskos kutya,2001,Comedy-Romance,3825,41540,384832,
3546,A titkos hely,2003,Comedy-Short,4472,13677,171343,
3547,A titkos hbor,2002,Adventure-Crime,53621,3906,27998,
3559,A travs de tus ojos,2002,Short,11063,731338,757519,
3559,A travs de tus ojos,2002,Short,81328,731338,757519,
3563,A tu per tu,1984,Comedy,15940,50529,125906,
3571,A v Rossii opyat' okayannyye dni,1990,Drama,82167,35852,50866,
3572,A veces los jueves,1999,Short,25154,153152,153153,
3579,A vot i ya...,1993,Musical-Short,77201,239247,525934,
3597,A&E Biography: Anastasia - Her True Story,1997,Documentary,71150,247211,274206,
3609,A&E Biography: Arthur Godfrey - Broadcasting's Forgotten Giant,1996,Documentary,83796,176104,248488,
3629,A&E Biography: Brigitte Bardot - Animal Attraction,2003,Documentary,73594,100249,105182,
3631,A&E Biography: Buffy the Vampire Slayer,2003,Documentary,84055,41196,50344,
3634,A&E Biography: Captain Bligh - Mutiny on the Bounty,1996,Documentary,38492,85832,290157,
3655,A&E Biography: Connie Francis - America's Sweetheart of Song,1998,Documentary,30557,20729,87940,
3662,A&E Biography: Darryl F. Zanuck - 20th Century Filmmaker,1995,Documentary,10809,13156,59877,
3667,A&E Biography: Diane Keaton - On Her Own,2003,Documentary,15942,8286,436263,
3675,A&E Biography: Dwight D. Eisenhower - Supreme Commander-in-Chief,1998,Documentary,65846,429687,501917,
3677,A&E Biography: Eclipsed by Death - The Life of River Phoenix,2002,Documentary,30557,373503,508024,
3679,A&E Biography: Eleanor - A Restless Spirit,1994,Documentary,65345,369632,406686,
3709,A&E Biography: Hayley Mills Seeing Double,1999,Documentary,74604,78159,295269,
3733,A&E Biography: Janet Leigh,2003,Documentary,28535,47807,103906,
3735,A&E Biography: Jennifer Jones - Portrait of a Lady,2001,Short,85735,131752,140244,
3745,A&E Biography: John Ford - An American Vision,1998,Documentary,37869,155172,182578,
3750,A&E Biography: John Waters,2004,Documentary,45996,150179,218575,
3761,A&E Biography: Kevin Costner,2003,Documentary,26295,37513,98021,
3765,A&E Biography: Lana Turner - Hollywood's Screen Siren,2000,Documentary,30557,401846,817932,
3777,A&E Biography: Lucky Luciano - Chairman of the Mob,1996,Documentary,32650,10958,13640,
3788,A&E Biography: Marlene - Inventing Dietrich,2000,Documentary,30557,32756,151873,
3857,A&E Biography: Sharon Tate - Murdered Innocence,2002,Documentary,30557,69276,269124,
3858,A&E Biography: Shelley Winters - Full Disclosure,2001,Documentary,46926,97058,181901,
3871,A&E Biography: Stooges - The Men Behind the Mayhem,1994,Documentary-Family,28435,39735,40875,
3890,A&E Biography: The Rock,2004,Documentary,23478,1124,38333,
3916,A+ Pollux,2002,Romance,60175,40080,49402,
3917,A+ salm,1998,Drama,37891,247690,261218,
3919,A B C... Manhattan,1997,Drama,56682,1160,66495,
3924,A-Game,2002,Adventure-Comedy-Crime-Short,61838,90994,177170,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,4978,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,10754,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,33373,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,36422,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,54736,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,55168,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,61150,162350,197117,
3927,A-ha: Headlines and Deadlines - The Hits of A-ha,1991,Music,70503,162350,197117,
3942,A-List,2004,Comedy-Drama,72534,5627,39958,
3943,A-List The (2001/I),2001,Comedy-Short,16600,155904,167472,
3947,A-Wol,2003,Comedy-Drama-Short,52229,17341,60637,
3952,A. Philip Randolph: For Jobs and Freedom,1996,Documentary,37424,17342,44622,
3955,A.A.,2001,Comedy-Short,66815,136159,155480,
3956,A.A.A. Achille,2003,Comedy,980,27142,48922,
3958,A.B. normal college (Todo na 'yan kulang pa 'yun),2003,Comedy,78227,5987,115093,
3959,A.B.C.D.T.O.P.O.L.,2002,Documentary,66048,456074,476516,
3961,A.D. Police File 1: The Phantom Woman,1990,Animation-Crime-Sci-Fi-Short,15862,12476,204059,
3961,A.D. Police File 1: The Phantom Woman,1990,Animation-Crime-Sci-Fi-Short,36498,12476,204059,
3962,A.D. Police File 2: The Ripper,1985,Animation-Sci-Fi-Short,15862,12476,204059,
3962,A.D. Police File 2: The Ripper,1985,Animation-Sci-Fi-Short,58036,12476,204059,
3963,A.D. Police File 3: The Man Who Bites His Tongue,1985,Animation-Sci-Fi-Short,15862,12476,204059,
3963,A.D. Police File 3: The Man Who Bites His Tongue,1985,Animation-Sci-Fi-Short,58036,12476,204059,
3966,A.D.A.M.,1988,Comedy,4338,38493,38503,
3972,A.K.,1985,Documentary,50424,260453,299377,
3973,A.K.A. Birdseye,2002,Comedy-Crime,5701,33857,66260,
3973,A.K.A. Birdseye,2002,Comedy-Crime,35724,33857,66260,
3977,A.K.A.: It's a Wiley World!,2003,Comedy,88080,101537,242505,
3980,A.N.I. 1240,2003,Sci-Fi-Short,71297,59980,291433,
3981,A.P.E. #9,2000,Adventure-Sci-Fi-Short-Thriller,52927,203197,318055,
3982,A.P.E.X.,1994,Sci-Fi,68301,20380,29846,
3983,A.P.U.: Art Pot and Underwear,2003,Action-Comedy-Short,32673,58057,264998,
3988,A.T.F.,1999,Drama-Thriller,60707,13077,32957,
3993,A.W.O.L. (1999/I),1999,Drama,77415,10072,59013,
3996,A/R andata+ritorno,2004,Comedy,63264,33979,76007,
4003,Aa Ab Laut Chalen,1999,Drama-Musical-Romance,39545,25636,41754,
4008,Aa Gale Lag Ja,1994,Romance,40777,186416,196208,
4014,Aa Okkati Adakku,1993,Comedy,22045,14633,22191,
4016,Aa! Megamisama!,1993,Animation-Comedy-Fantasy-Romance,31551,23604,157285,
4017,Aa! Megamisama! The Movie,2000,Animation-Comedy-Fantasy-Romance,31551,30819,46781,
4028,Aaah Belinda,1986,Comedy-Fantasy,87330,4670,132184,
4058,Aadat Se Majboor,1982,Action-Crime-Drama-Family,69969,80096,85400,
4059,Aadavallu Meeku Joharulu,1981,Drama-Family,4158,84721,257855,
4093,Aag,1994,Action,72577,23298,180780,
4100,Aag Hi Aag,1987,Action,54364,118908,120766,
4104,Aag Ka Gola,1990,Action,19929,85341,118925,
4115,Aage Ki Soch,1988,Comedy,42191,239094,253936,
4117,Aaghaaz,2000,Action-Crime-Drama-Romance,36870,10890,18910,
4119,Aaghat,1997,Drama,5249,3530,31019,
4127,Aagos ang dugo,2001,Action,69752,79190,492466,
4129,Aagraham,1993,Action-Drama,38954,388429,534488,
4151,Aaina,1993,Family-Romance,70197,225769,246330,
4158,Aaj Ka Arjun,1990,Action-Crime-Drama,8230,18910,22366,
4160,Aaj Ka Daur,1985,Action-Comedy-Documentary-Drama,4509,7273,33989,
4162,Aaj Ka Goonda Raj,1992,Action-Family-Thriller,62650,10912,22030,
4165,Aaj Ka MLA Ramavatar,1984,Drama,17910,246236,541833,
4172,Aaj Ki Aurat,1993,Drama-Family,7127,10775,228392,
4173,Aaj Ki Awaaz,1984,Action-Crime-Drama,14295,17377,22030,
